titulo_original;anio;duracion;pais;direccion;guion;reparto;genero;sinopsis;url_imagen;puntuacion;votos;url;imdb_url;imdb_puntuacion;imdb_votos;presupuesto_millones;recaudacion_domestica_millones;recaudacion_mundial_millones;estreno_millones;roi;exito_comercial;porcentaje_domestico;multiplicador_taquilla;puntuacion_imdb_num;diferencia_puntuaciones;puntuacion_promedio;es_usa;genero_principal;duracion_minutos
La colmena;1982;105 min.;España;Mario Camus;José Luis Dibildos, Camilo José Cela;José Sacristán, Victoria Abril, Luis Escobar, Charo López, Ana Belén, Fiorella Faltoyano, Concha Velasco, José Luis López Vázquez, Francisco Rabal, José Sazatornil, Antonio Resines, Francisco Algora, Mary Carrillo;Drama;"Camilo José Cela escribe en el prólogo a la primera edición de la novela: ""La Colmena no es otra cosa que un pálido reflejo, que una humilde sombra de la cotidiana, áspera, entrañable y dolorosa realidad (...) no aspira a ser más que un trozo de vida narrado sin reticencias, sin extrañas tragedias, sin caridad, como la vida discurre, exactamente como la vida discurre. Queramos o no queramos. La vida es lo que vive -en nosotros o fuera de nosotros-; nosotros no somos más que su vehículo, su excipiente como dicen los boticarios (...) Su acción discurre en Madrid, en 1942, y entre un torrente, o una colmena, de gentes que a veces son felices, y, a veces, no"". (FILMAFFINITY)";https://pics.filmaffinity.com/la_colmena-735462330-large.jpg;7.1;7839;https://www.filmaffinity.com/es/film812038.html;https://www.imdb.com/title/tt0083743/?ref_=fn_ttl_ttl_2;7.1;1200.0;90.0;;;;;;;;7.1;0.0;7.1;0;Drama;105.0
The Beastmaster;1982;118 min.;Estados Unidos;Don Coscarelli;Don Coscarelli, Paul Pepperman, Andre Norton;Marc Singer, Tanya Roberts, Rip Torn, John Amos, Josh Milrad, Rod Loomis, Ben Hammer, Ralph Strait, Billy Jayne;Aventuras;Tras su nacimiento, el nuevo hijo nonato del rey, Dar, es secuestrado por un sacerdote de la orden de Jun y abandonado a su suerte. El bebé es encontrado por una familia de campesinos que lo adoptan sin saber quién es realmente. Cuando el joven Dar está cerca de llegar a su edad adulta, contempla como toda su familia es asesinada por hordas de salvajes, y descubre en ese momento que tiene la facultad de comunicarse con cualquier clase de animal. Dar inciará entonces el camino de su venganza para dar con los asesinos de su familia. (FILMAFFINITY);https://pics.filmaffinity.com/the_beastmaster-716847013-large.jpg;5.4;6558;https://www.filmaffinity.com/es/film863915.html;https://www.imdb.com/title/tt0083630/?ref_=fn_ttl_ttl_1;6.2;26000.0;8.0;14.06;14.06;2.96;1.7575;0.0;100.0;4.75;6.2;0.7999999999999998;5.800000000000001;1;Aventuras;118.0
Firefox;1982;124 min.;Estados Unidos;Clint Eastwood;Alex Lasker, Wendell Wellman, Craig Thomas;Clint Eastwood, Freddie Jones, David Huffman, Warren Clarke, Ronald Lacey, Kenneth Colley, Klaus Löwitsch, Nigel Hawthorne, Stefan Schnabel, Thomas Hill, Clive Merrison, Kai Wulff;Acción;"Los soviéticos han desarrollado un prototipo de avión de combate muy sofisticado. Cuando los sistemas de espionaje de la OTAN lo descubren, deciden enviar al piloto de elite Mitchell Gant (Clint Eastwood) para que lo robe de la base de alta seguridad en la que se encuentra y lo traiga a occidente. El ingenio, cuyo nombre en clave es ""Firefox"", está capacitado para alcanzar velocidades increíbles; ofrece una maniobrabilidad jamás soñada por los ingenieros de aviónica occidentales, y posee un sistema de armas tan futurista que basta el pensamiento del piloto para accionarlo. Gant acepta la misión, aunque sufre una rara enfermedad que le causa desorientación y dificulta sus movimientos. (FILMAFFINITY)";https://pics.filmaffinity.com/firefox-339510879-large.jpg;5.5;6423;https://www.filmaffinity.com/es/film254527.html;https://www.imdb.com/title/tt0083943/?ref_=fn_ttl_ttl_1;5.9;30000.0;21.0;46.71;46.71;8.15;2.224285714285714;1.0;100.0;5.731288343558282;5.9;0.40000000000000036;5.7;1;Acción;124.0
The Entity;1982;115 min.;Estados Unidos;Sidney J. Furie;Frank De Felitta;Barbara Hershey, Ron Silver, David Labiosa, George Coe, Margaret Blye, Jacqueline Brookes;Terror;Presuntamente basada en hechos reales, narra el relato de una madre soltera (Barbar Hershey) perseguida y violada por un ser demoniaco que acude a la ayuda de un psiquiatra (Ron Silver), pero él cree que todo está en su cabeza...;https://pics.filmaffinity.com/the_entity-779660786-large.jpg;6.4;6027;https://www.filmaffinity.com/es/film482208.html;https://www.imdb.com/title/tt0082334/?ref_=fn_ttl_ttl_1;6.7;19000.0;9.0;13.28;13.28;3.69;1.4755555555555555;0.0;100.0;3.5989159891598916;6.7;0.2999999999999998;6.550000000000001;1;Terror;115.0
Star Wars. Episode VI: Return of the Jedi;1983;133 min.;Estados Unidos;Richard Marquand;Lawrence Kasdan, George Lucas;Mark Hamill, Harrison Ford, Carrie Fisher, David Prowse, Ian McDiarmid, Billy Dee Williams, Frank Oz, Alec Guinness, Anthony Daniels, Kenny Baker, Peter Mayhew, Sebastian Shaw, Warwick Davis;Ciencia ficción;Para ir a Tatooine y liberar a Han Solo, Luke Skywalker y la princesa Leia deben infiltrarse en la peligrosa guarida de Jabba the Hutt, el gángster más temido de la galaxia. Una vez reunidos, el equipo recluta a tribus de Ewoks para combatir a las fuerzas imperiales en los bosques de la luna de Endor. Mientras tanto, el Emperador y Darth Vader conspiran para atraer a Luke al lado oscuro, pero el joven está decidido a reavivar el espíritu del Jedi en su padre. La guerra civil galáctica termina con un último enfrentamiento entre las fuerzas rebeldes unificadas y una segunda Estrella de la Muerte, indefensa e incompleta, en una batalla que decidirá el destino de la galaxia. (FILMAFFINITY);https://pics.filmaffinity.com/star_wars_episode_vi_return_of_the_jedi-643019465-large.jpg;7.9;124342;https://www.filmaffinity.com/es/film226172.html;https://www.imdb.com/title/tt0086190/?ref_=fn_ttl_ttl_1;8.3;1200000.0;32.5;316.57;482.47;23.02;14.84523076923077;1.0;65.61444234874708;20.958731537793224;8.3;0.40000000000000036;8.100000000000001;1;Ciencia ficción;133.0
Scarface;1983;163 min.;Estados Unidos;Brian De Palma;Oliver Stone, Armitage Trail;Al Pacino, Steven Bauer, Michelle Pfeiffer, Mary Elizabeth Mastrantonio, Robert Loggia, Miriam Colon, F. Murray Abraham, Paul Shenar, Harris Yulin, Dennis Holahan, Mark Margolis, Ángel Salazar, Arnaldo Santana;Drama;Tony Montana es un emigrante cubano frío e implacable que se instala en Miami con el propósito de convertirse en un gángster importante, y poder así ganar dinero y posición. Con la colaboración de su amigo Manny Rivera inicia una fulgurante carrera delictiva, como traficante de cocaína, con el objetivo de acceder a la cúpula de una organización de narcos. (FILMAFFINITY);https://pics.filmaffinity.com/scarface-798722679-large.jpg;8.2;94617;https://www.filmaffinity.com/es/film188896.html;https://www.imdb.com/title/tt0086250/?ref_=fn_ttl_ttl_1;8.3;966000.0;50.0;45.97;66.44;4.6;1.3288;0.0;69.19024683925346;14.443478260869567;8.3;0.10000000000000142;8.25;1;Drama;163.0
Flashdance;1983;96 min.;Estados Unidos;Adrian Lyne;Joe Eszterhas, Tom Hedley, Tom Hedley;Jennifer Beals, Michael Nouri, Lilia Skala, Sunny Johnson, Kyle T. Heffner, Lee Ving, Ron Karabatsos, Belinda Bauer, Philip Bruns, Malcom Danare, Cynthia Rhodes, Stacey Pickren, Lucy Lee Flippin;Drama;Alex Owens es una joven huérfana que sueña con llegar a ser un día una bailarina profesional. Pero para poder vivir el día a día y, además, pagar sus clases de baile, durante el día trabaja como soldadora en una fábrica y de noche bailando en un club nocturno. (FILMAFFINITY);https://pics.filmaffinity.com/flashdance-362820133-large.jpg;5.8;46962;https://www.filmaffinity.com/es/film669395.html;https://www.imdb.com/title/tt0085549/?ref_=fn_ttl_ttl_1;6.2;62000.0;7.5;92.92;92.92;4.08;12.389333333333333;1.0;100.0;22.774509803921568;6.2;0.40000000000000036;6.0;1;Drama;96.0
Monty Python's The Meaning of Life;1983;103 min.;Reino Unido;Terry Jones, Terry Gilliam;Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin;Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Carol Cleveland, Simon Jones, Patricia Quinn, Judy Loe, Andrew MacLachlan, Matt Frewer, Valerie Whittington;Comedia;"Conjunto de episodios que muestran de forma disparatada los momentos más importantes del ciclo de la vida. Desde el nacimiento a la muerte, pasando por asuntos como la filosofía, la historia o la medicina, todo tratado con el inconfundible humor de los populares cómicos ingleses. El prólogo es un cortometraje independiente rodado por Terry Gilliam: ""Seguros permanentes Crimson"". (FILMAFFINITY)";https://pics.filmaffinity.com/monty_python_s_the_meaning_of_life-583464355-large.jpg;7.3;29391;https://www.filmaffinity.com/es/film746294.html;https://www.imdb.com/title/tt0472471/?ref_=fn_ttl_ttl_1;7.4;105.0;;;;;;;;;7.4;0.10000000000000053;7.35;0;Comedia;103.0
Terms of Endearment;1983;130 min.;Estados Unidos;James L. Brooks;James L. Brooks, Larry McMurtry;Debra Winger, Shirley MacLaine, Jack Nicholson, Danny DeVito, Jeff Daniels, John Lithgow, Betty King, Lisa Hart Carroll, Troy Bishop, Huckleberry Fox, Norman Bennett, Tom Wees, F. William Parker;Drama;"Aurora (Shirley MacLaine) y Emma (Debra Winger) son una madre y una hija muy unidas, pero con puntos de vista muy distintos sobre la vida. Aurora, que está viuda, es una mujer temperamental pero de buen corazón, y Emma es una joven rebelde que está deseando salir de casa e independizarse; lo malo es que para conseguirlo sigue el camino más convencional: casarse. Por su parte, Aurora tiene un romance otoñal con un ex-astronauta (Jack Nicholson). A través de los años, madre e hija intentan siempre buscar la forma de soportarse y encontrar la felicidad. (FILMAFFINITY)";https://pics.filmaffinity.com/terms_of_endearment-732838214-large.jpg;6.8;21892;https://www.filmaffinity.com/es/film560543.html;https://www.imdb.com/title/tt0086425/?ref_=fn_ttl_ttl_1;7.4;68000.0;8.0;108.42;108.42;3.5;13.5525;1.0;100.0;30.97714285714286;7.4;0.6000000000000005;7.1;1;Drama;130.0
Zelig;1983;76 min.;Estados Unidos;Woody Allen;Woody Allen;Woody Allen, Mia Farrow, Gale Hansen, Stephanie Farrow, Garrett M. Brown, Mary Louise Wilson, Sol Lomita, John Rothman, Susan Sontag;Comedia;Falso documental sobre Leonard Zelig, el hombre camaleón que asombró a la sociedad norteamericana de la 'era del jazz'. Su historia arranca el día que miente al afirmar que ha leído Moby Dick, sólo para no sentirse excluido. Desde entonces, su necesidad de ser aceptado lo lleva a transformarse físicamente en las personas que lo rodean, convirtiéndose así en un fenómeno mediático, en una celebridad sin esencia. Testigo de algunos de los acontecimientos más importantes de los años treinta, encaja a la perfección en todas partes porque asume las características tanto físicas como psíquicas de las personas con quien está para caerles bien.;https://pics.filmaffinity.com/zelig-963208657-large.jpg;7.6;17755;https://www.filmaffinity.com/es/film131808.html;https://www.imdb.com/title/tt0086637/?ref_=fn_ttl_ttl_1;7.6;45000.0;;11.8;11.8;0.06;;;100.0;196.66666666666669;7.6;0.0;7.6;1;Comedia;76.0
John Carpenter's Christine;1983;110 min.;Estados Unidos;John Carpenter;Bill Phillips, Stephen King;Keith Gordon, John Stockwell, Alexandra Paul, Harry Dean Stanton, Robert Prosky, Christine Belford, Roberts Blossom, William Ostrander, David Spielberg, Malcom Danare, Steven Tash, Stuart Charno, Kelly Preston, Marc Poppel, Robert Darnell;Terror;Christine es un Plymouth Fury de 1958 que salió de una cadena de montaje de automóviles de Detroit, pero no es un coche cualquiera. En el fondo de su chasis se aloja el mismísimo diablo, que alberga un deseo de venganza insaciable que hiela la sangre a cualquiera y destruye todo lo que encuentra en su camino;https://pics.filmaffinity.com/john_carpenter_s_christine-110565595-large.jpg;6.2;17489;https://www.filmaffinity.com/es/film765863.html;https://www.imdb.com/title/tt0085333/?ref_=fn_ttl_ttl_1;6.8;97000.0;9.7;21.02;21.05;3.41;2.1701030927835054;1.0;99.85748218527316;6.173020527859237;6.8;0.5999999999999996;6.5;1;Terror;110.0
Rumble Fish;1983;94 min.;Estados Unidos;Francis Ford Coppola;Francis Ford Coppola, S.E. Hinton, S.E. Hinton;Matt Dillon, Mickey Rourke, Diane Lane, Dennis Hopper, Nicolas Cage, Vincent Spano, Diana Scarwid, Chris Penn, Tom Waits, Laurence Fishburne, Sofia Coppola, William Smith, Michael Higgins;Drama;"Rusty James (Matt Dillon) es un joven que sueña con volver a los tiempos de las pandillas juveniles para emular a su hermano mayor (Mickey Rourke), que en su día fue líder de una de ellas y que arrastra una reputación de rebelde e intocable como ""el chico de la moto"". Pero ahora su hermano ya no está, pues hace dos meses que se marchó, y a Rusty le han citado para una pelea. (FILMAFFINITY)";https://pics.filmaffinity.com/rumble_fish-518586915-large.jpg;7.3;17435;https://www.filmaffinity.com/es/film224690.html;https://www.imdb.com/title/tt0086216/?ref_=fn_ttl_ttl_1;7.1;40000.0;10.0;2.49;2.49;0.02;0.24900000000000003;0.0;100.0;124.50000000000001;7.1;0.20000000000000018;7.199999999999999;1;Drama;94.0
El Sur;1983;93 min.;España;Víctor Erice;Víctor Erice, Adelaida García Morales;Omero Antonutti, Sonsoles Aranguren, Icíar Bollaín, Lola Cardona, Rafaela Aparicio, Germaine Montero, Aurore Clément, María Caro, Francisco Merino, José Vivó, Chus Lampreave, José Luis Fernández 'Pirri';Drama;“La Gaviota” es un caserón situado en las afueras de una ciudad del norte de España. En ella viven Agustín, médico y zahorí, su mujer, maestra represaliada por el franquismo, y su hija Estrella. La niña, desde su infancia, sospecha que su padre oculta un secreto. (FILMAFFINITY);https://pics.filmaffinity.com/el_sur-703148256-large.jpg;7.7;16600;https://www.filmaffinity.com/es/film725860.html;https://www.imdb.com/title/tt0084740/?ref_=fn_ttl_ttl_1;7.8;6800.0;;;0.02;;;;;;7.8;0.09999999999999964;7.75;0;Drama;93.0
WarGames (War Games);1983;114 min.;Estados Unidos;John Badham;Walon Green, Lawrence Lasker, Walter F. Parkes;Matthew Broderick, Dabney Coleman, John Wood, Ally Sheedy, Barry Corbin, Juanin Clay, Kent Williams, Dennis Lipscomb, Joe Dorsey, Irving Metzman, Michael Ensign, William Bogert, Susan Davis;Intriga;David Lightman es un joven hacker, un experto informático capaz de saltarse los más avanzados sistemas de seguridad y de descifrar los más herméticos códigos secretos. Accidentalmente un día conecta su ordenador al del Departamento de Defensa americano, encargado del sistema de defensa nuclear. Pensando que lo que ha encontrado son nuevos juegos de ordenador, David juega con la supercomputadora a las damas, al ajedrez y a otros juegos más intrigantes como la Guerra Termonuclear Global. Así, sin querer, David desencadena una situación de peligro difícilmente controlable. Con la ayuda de su novia y de otro informático intentará, en una carrera contrarreloj, evitar la Tercera Guerra Mundial. (FILMAFFINITY);https://pics.filmaffinity.com/wargames_war_games-169101753-large.jpg;6.6;15647;https://www.filmaffinity.com/es/film553168.html;https://www.imdb.com/title/tt0086567/?ref_=fn_ttl_ttl_1;7.1;117000.0;12.0;79.57;79.57;6.23;6.6308333333333325;1.0;100.0;12.772070626003208;7.1;0.5;6.85;1;Intriga;114.0
The Outsiders;1983;91 min.;Estados Unidos;Francis Ford Coppola;Kathleen Knutsen Rowell, S.E. Hinton;C. Thomas Howell, Matt Dillon, Ralph Macchio, Diane Lane, Rob Lowe, Patrick Swayze, Emilio Estévez, Tom Cruise, Glenn Withrow, Leif Garrett, Michelle Meyrink, Darren Dalton, Tom Waits;Drama;"Ponyboy es un adolescente huérfano que, al igual que sus hermanos y amigos, pertenece a la banda de ""Los Grasientos"". Tienen su propio territorio y una banda rival, ""Los Dandis"". Una noche, después de una pelea, un ""dandi"" muere acuchillado. Entonces, Ponyboy y su amigo Johnny deciden huir. (FILMAFFINITY)";https://pics.filmaffinity.com/the_outsiders-103073400-large.jpg;6.7;14992;https://www.filmaffinity.com/es/film887231.html;https://www.imdb.com/title/tt0086066/?ref_=fn_ttl_ttl_1;7.0;104000.0;10.0;25.84;25.86;5.07;2.586;1.0;99.92266047950503;5.100591715976331;7.0;0.2999999999999998;6.85;1;Drama;91.0
Videodrome;1983;88 min.;Canadá;David Cronenberg;David Cronenberg;James Woods, Deborah Harry, Sonja Smits, Jack Creley, Peter Dvorsky, Leslie Carlson, Lynne Gorman, Julie Khaner, Reiner Schwarz, David Bolt, Lally Cadeau, Henry Gomez, Harvey Chao;Ciencia ficción;"Max Renn, responsable de un sórdido canal de televisión por cable, descubre un día una emisora pirata llamada ""Videodrome"" con contenidos muy violentos y realistas. Una palpitante pesadilla de ciencia-ficción que nos muestra un mundo en el que el vídeo puede controlar y alterar la vida humana. Considerada por Andy Warhol la ""naranja mecánica"" de los 80. (FILMAFFINITY)";https://pics.filmaffinity.com/videodrome-517829247-large.jpg;6.6;14776;https://www.filmaffinity.com/es/film741689.html;https://www.imdb.com/title/tt0086541/?ref_=fn_ttl_ttl_1;7.2;109000.0;5.95;2.12;2.13;1.19;0.3579831932773109;0.0;99.5305164319249;1.7899159663865547;7.2;0.6000000000000005;6.9;0;Ciencia ficción;88.0
Superman III;1983;125 min.;Estados Unidos;Richard Lester;David Newman, Leslie Newman, Joe Shuster, Jerry Siegel;Christopher Reeve, Richard Pryor, Margot Kidder, Jackie Cooper, Robert Vaughn, Annette O'Toole, Gavan O'Herlihy, Pamela Stephenson, Annie Ross, Marc McClure, Graham Stark, Henry Woolf, Gordon Rollings;Ciencia ficción;Superman tiene que enfrentarse con una máquina creada por un genio de los ordenadores llamado Gus Gorman, con un magnate megalómano que pretende transformar la Tierra y lo que es peor con un desdoblamiento de personalidad. Pero también habrá tiempo para que Clark Kent vuelva a Smallville para encontrarse con Lana Lang, su novia de la adolescencia. (FILMAFFINITY);https://pics.filmaffinity.com/superman_iii-248071158-large.jpg;4.8;12401;https://www.filmaffinity.com/es/film605168.html;https://www.imdb.com/title/tt0086393/?ref_=fn_ttl_ttl_1;5.0;78000.0;39.0;59.95;80.25;13.35;2.0576923076923075;1.0;74.70404984423676;6.01123595505618;5.0;0.20000000000000018;4.9;1;Ciencia ficción;125.0
The Dead Zone;1983;103 min.;Estados Unidos;David Cronenberg;Jeffrey Boam, Stephen King;Christopher Walken, Martin Sheen, Brooke Adams, Tom Skerritt, Herbert Lom, Simon Craig, Anthony Zerbe, Colleen Dewhurst, Nicholas Campbell, Sean Sullivan, Jackie Burroughs, Géza Kovács, Roberta Weiss;Intriga;Un joven profesor sufre un accidente que le hará permanecer cinco años en coma. Al despertar, descubre que posee poderes extrasensoriales, por lo que la policía pedirá su colaboración para resolver una serie de asesinatos. (FILMAFFINITY);https://pics.filmaffinity.com/the_dead_zone-475341764-large.jpg;6.6;11689;https://www.filmaffinity.com/es/film979652.html;https://www.imdb.com/title/tt0085407/?ref_=fn_ttl_ttl_1;7.2;81000.0;10.0;20.77;20.77;4.56;2.077;1.0;100.0;4.554824561403509;7.2;0.6000000000000005;6.9;1;Intriga;103.0
