titulo_original;anio;duracion;pais;direccion;guion;reparto;genero;sinopsis;url_imagen;puntuacion;votos;url;imdb_url;imdb_puntuacion;imdb_votos;presupuesto_millones;recaudacion_domestica_millones;recaudacion_mundial_millones;estreno_millones;roi;exito_comercial;porcentaje_domestico;multiplicador_taquilla;puntuacion_imdb_num;diferencia_puntuaciones;puntuacion_promedio;es_usa;genero_principal;duracion_minutos
Splash;1984;111 min.;Estados Unidos;Ron Howard;Babaloo Mandel, Lowell Ganz, Bruce Jay Friedman, Brian Grazer;Tom Hanks, Daryl Hannah, Eugene Levy, John Candy, Dody Goodman, Shecky Greene, Richard B. Shull, Bobby Di Cicco, Howard Morris, Jeff Doucette, Joe Cirillo, Patrick Cronin, Lee Delano;Romance;Cuando Allen Bauer (Tom Hanks) era un niño, una sirena (Daryl Hannah) lo salvó de morir ahogado. Veinte años después, en el mismo lugar, cae de nuevo al mar y es rescatado otra vez por la misma sirena. Muy confuso por lo sucedido, vuelve a Nueva York, pero la sirena está decidida a encontrarlo. (FILMAFFINITY);https://pics.filmaffinity.com/splash-886272513-large.jpg;5.1;20804;https://www.filmaffinity.com/es/film829095.html;https://www.imdb.com/title/tt0088161/?ref_=fn_ttl_ttl_1;6.3;86000.0;11.0;69.82;69.82;6.17;6.347272727272727;1.0;100.0;11.316045380875202;6.3;1.2000000000000002;5.699999999999999;1;Romance;111.0
¿Qué he hecho yo para merecer esto!;1984;101 min.;España;Pedro Almodóvar;Pedro Almodóvar;Carmen Maura, Verónica Forqué, Luis Hostalot, Gonzalo Suárez, Kiti Mánver, Cecilia Roth, Ángel de Andrés López, Amparo Soler Leal, Chus Lampreave, Emilio Gutiérrez Caba, Javier Gurruchaga, Francisca Caballero, Pedro Almodóvar;Comedia;Gloria, un ama de casa frustrada, malcasada y adicta a las anfetaminas, vive en una casa de vecinos de un barrio humilde con su marido, que es taxista, sus hijos y su suegra. Compagina las labores del hogar con el trabajo de asistenta en otras casas. (FILMAFFINITY);https://pics.filmaffinity.com/que_he_hecho_yo_para_merecer_esto-239808715-large.jpg;7.1;17651;https://www.filmaffinity.com/es/film419370.html;https://www.imdb.com/title/tt0088461/?ref_=fn_ttl_ttl_1;7.1;12000.0;;;0.0;;;;;;7.1;0.0;7.1;0;Comedia;101.0
The Killing Fields;1984;136 min.;Reino Unido;Roland Joffé;Bruce Robinson;Sam Waterston, Haing S. Ngor, John Malkovich, Julian Sands, Craig T. Nelson, Spalding Gray, Bill Paterson, Patrick Malahide, Athol Fugard, Graham Kennedy, Ira Wheeler, David Henry, Nell Campbell;Drama;"Sydney es un periodista del ""The New York Times"" enviado a Camboya en 1972 como corresponsal de guerra. Alli el nativo Dith Pran le sirve de guía e intérprete. En 1975, al caer el gobierno camboyano, los EE.UU. se retiran del país, y toda la familia de Pran emigra a Norteamérica excepto él, que decide quedarse con el periodista para seguir ayudándole. Ambos viven refugiados en la embajada francesa, pero cuando los extranjeros deciden abandonar Camboya, el ejército revolucionario prohíbe salir del país a Pran... (FILMAFFINITY)";https://pics.filmaffinity.com/the_killing_fields-291814143-large.jpg;7.5;15846;https://www.filmaffinity.com/es/film396406.html;https://www.imdb.com/title/tt0087553/?ref_=fn_ttl_ttl_1;7.8;62000.0;14.4;34.7;34.7;0.03;2.4097222222222223;1.0;100.0;1156.6666666666667;7.8;0.2999999999999998;7.65;0;Drama;136.0
Conan the Destroyer;1984;103 min.;Estados Unidos;Richard Fleischer;Stanley Mann, Robert E. Howard, Roy Thomas, Gerry Conway;Arnold Schwarzenegger, Grace Jones, Olivia d'Abo, André the Giant, Wilt Chamberlain, Tracey Walter, Sarah Douglas, Mako, Pat Roach, Jeff Corey, Bruce Fleischer, Sven-Ole Thorsen, Ferdy Mayne;Aventuras;La poderosa Reina Taramis promete a Conan hacer volver a su amada del Reino de la Muerte, pero con una condición: debe traerle un legendario cuerno con piedras preciosas incrustadas y a una bella y joven princesa. Lo que Conan ignora es que la Reina quiere utilizar el cuerno para despertar al durmiente dios  Dagoth y sacrificarle a la princesa. Enfrentado con enemigos mortales y sobrenaturales, Conan debe convocar a las fuerzas del Bien para derrotar a Taramis e incluso al mismísimo dios Dagoth. (FILMAFFINITY);https://pics.filmaffinity.com/conan_the_destroyer-203889228-large.jpg;5.6;15791;https://www.filmaffinity.com/es/film377813.html;https://www.imdb.com/title/tt0087078/?ref_=fn_ttl_ttl_1;5.9;88000.0;18.0;31.04;31.04;6.96;1.7244444444444444;0.0;100.0;4.459770114942529;5.9;0.3000000000000007;5.75;1;Aventuras;103.0
1984 (Nineteen Eighty-Four);1984;113 min.;Reino Unido;Michael Radford;Michael Radford, George Orwell;John Hurt, Richard Burton, Suzanna Hamilton, Cyril Cusack, Gregor Fisher, James Walker, Andrew Wilde, Shirley Stefox, Phyllis Logan;Ciencia ficción;El futuro, año 1984. Winston Smith (John Hurt) soporta una abyecta existencia bajo la continua vigilancia de las autoridades de la Oceanía totalitaria. Pero su vida se convertirá en una pesadilla cuando pruebe el amor prohibido y cometa el crimen de pensar libremente. Enviado al siniestro “Ministerio del Amor”, se encuentra a merced de O’Brien (Richard Burton), un cruel oficial decidido a destruir su libertad de pensamiento y a quebrantar su voluntad. (FILMAFFINITY);https://pics.filmaffinity.com/1984_nineteen_eighty_four-180157326-large.jpg;6.4;12030;https://www.filmaffinity.com/es/film716877.html;https://www.imdb.com/title/tt0087803/?ref_=fn_ttl_ttl_1;7.0;84000.0;3.0;8.43;8.43;0.03;2.81;1.0;100.0;281.0;7.0;0.5999999999999996;6.7;0;Ciencia ficción;113.0
Children of the Corn;1984;93 min.;Estados Unidos;Fritz Kiersch;George Goldsmith, Stephen King;Peter Horton, Linda Hamilton, John Franklin, Courtney Gains, Robby Kiger, R.G. Armstrong, Julie Maddalena, John Philbin;Terror;"Una pareja que está de viaje llega a un apartado pueblo de Nebraska, un lugar donde no hay adultos, sólo niños y adolescentes. El terror se apodera de la pareja cuando descubre la causa de esta extraña situación. Los niños forman una fanática comunidad religiosa que rinde culto a una extraña deidad de los campos de maíz. Cuando llegan a los 18 años, han de ser sacrificados. Primera adaptación al cine del relato de Stephen King ""Los chicos del maíz"". (FILMAFFINITY)";https://pics.filmaffinity.com/children_of_the_corn-931244874-large.jpg;5.3;11766;https://www.filmaffinity.com/es/film503725.html;https://www.imdb.com/title/tt0087050/?ref_=fn_ttl_ttl_1;5.6;60000.0;0.8;14.57;14.57;2.04;18.2125;1.0;100.0;7.142156862745098;5.6;0.2999999999999998;5.449999999999999;1;Terror;93.0
Stranger than Paradise;1984;89 min.;Estados Unidos;Jim Jarmusch;Jim Jarmusch;John Lurie, Eszter Balint, Richard Edson, Cecillia Stark, Danny Rosen, Tom DiCillo;Comedia;Dos amigos y la prima de uno de ellos, que acaba de llegar a Estados Unidos desde Budapest, viven en Florida diversas aventuras. Popular película del cine independiente de los ochenta que se rodó en apenas 18 días con un equipo de sólo once personas: tres actores y ocho técnicos. (FILMAFFINITY);https://pics.filmaffinity.com/stranger_than_paradise-957486024-large.jpg;7.3;11241;https://www.filmaffinity.com/es/film241461.html;https://www.imdb.com/title/tt0088184/?ref_=fn_ttl_ttl_1;7.4;42000.0;0.09;2.44;2.45;;27.222222222222225;1.0;99.59183673469387;;7.4;0.10000000000000053;7.35;1;Comedia;89.0
The Cotton Club;1984;128 min.;Estados Unidos;Francis Ford Coppola;Francis Ford Coppola, William Kennedy, William Kennedy, Francis Ford Coppola, Mario Puzo, Jim Haskins;Richard Gere, Bob Hoskins, Diane Lane, Gregory Hines, Nicolas Cage, Bruce McVittie, Lonette McKee, James Remar, Allen Garfield, Gwen Verdon, Tom Waits, Jennifer Grey, Laurence Fishburne;Musical;"América, años veinte. El Cotton Club es el night club de jazz más famoso de Harlem, Nueva York. Su historia es la historia de la gente que frecuenta el local: Dixie Dwyer (Richard Gere), un atractivo trompetista que busca el éxito y cuya suerte cambia radicalmente cuando salva la vida del gángster Dutch Schultz; Sandman Williams (Gregory Hines), un brillante bailarín negro que sueña con convertirse en estrella, o Vera Cicero (Diane Lane), la novia de Dutch Schultz, una joven bella y ambiciosa cuya vida corre peligro debido a la pasión prohibida que siente por Dixie. (FILMAFFINITY)

En octubre de 2019, Coppola estrenó otra versión titulada ""The Cotton Club Encore"", añadiendo nuevas secuencias.";https://pics.filmaffinity.com/the_cotton_club-493765046-large.jpg;6.9;10715;https://www.filmaffinity.com/es/film476319.html;https://www.imdb.com/title/tt0087089/?ref_=fn_ttl_ttl_1;6.6;20000.0;58.0;25.93;25.93;2.9;0.4470689655172414;0.0;100.0;8.941379310344828;6.6;0.3000000000000007;6.75;1;Musical;128.0
Broadway Danny Rose;1984;86 min.;Estados Unidos;Woody Allen;Woody Allen;Woody Allen, Mia Farrow, Nick Apollo Forte, Sandy Baron, Morty Gunty, Milton Berle, Jackie Gayle, Corbett Monica, Gerald Schoenfeld, Will Jordan, Howard Storm, Jack Rollins;Comedia;Un restaurante de Broadway es el centro de reunión de un grupo de actores que intercambian viejas anécdotas sobre el mundo del espectáculo. Conforme la conversación avanza, recuerdan a Danny Rose, el representante de algunos de los artistas más desastrosos del gremio, el cual, en una ocasión, llegó a jugarse la vida para relanzar la carrera de un cantante pasado de moda. (FILMAFFINITY);https://pics.filmaffinity.com/broadway_danny_rose-368091805-large.jpg;7.4;9846;https://www.filmaffinity.com/es/film421447.html;https://www.imdb.com/title/tt0087003/?ref_=fn_ttl_ttl_1;7.4;28000.0;8.0;10.6;10.6;0.95;1.325;0.0;100.0;11.157894736842106;7.4;0.0;7.4;1;Comedia;86.0
Streets of Fire;1984;93 min.;Estados Unidos;Walter Hill;Larry Gross, Walter Hill;Michael Paré, Diane Lane, Rick Moranis, Willem Dafoe, Amy Madigan, Bill Paxton, Richard Lawson, Elizabeth Daily, Rick Rossovich, Marine Jahan, Stoney Jackson, Deborah Van Valkenburgh, Grand L. Bush, Mykelti Williamson, Robert Townsend;Acción;En medio de un panorama de desenfreno y rocanrol, la banda de los Moteros terroristas, capitaneada por el vicioso Raven Shaddock (Willem Dafoe), secuestra a la diva de la canción Ellen Aim (Diane Lane). Su única esperanza es ser rescatada por unos héroes atípicos: el cazafortunas Tom Cody (Michael Paré) y su ayudante McCoy (Amy Madigan). Ambos, ayudados por el mánager de Ellen (Rick Moranis), se adentran en un mundo de coches calientes y asesinos mortales. (FILMAFFINITY);https://pics.filmaffinity.com/streets_of_fire-403171158-large.jpg;6.3;8890;https://www.filmaffinity.com/es/film407490.html;https://www.imdb.com/title/tt0088194/?ref_=fn_ttl_ttl_1;6.7;26000.0;14.5;8.09;8.09;2.43;0.5579310344827586;0.0;100.0;3.3292181069958846;6.7;0.40000000000000036;6.5;1;Acción;93.0
Las bicicletas son para el verano;1984;103 min.;España;Jaime Chávarri;Salvador Maldonado, Fernando Fernán Gómez;Amparo Soler Leal, Agustín González, Victoria Abril, Alicia Hermida, Gabino Diego, Marisa Paredes, Patricia Adriani, Aurora Redondo, Laura del Sol, Emilio Gutiérrez Caba, Carlos Tristancho, Guillermo Marín, Miguel Rellán;Drama;El 18 de julio de 1936, estalla la Guerra Civil. En Madrid, una familia formada por un matrimonio y dos hijos comparte los avatares de la guerra con la criada y los vecinos. El niño de la casa, aunque ha suspendido, quiere que su padre le compre una bicicleta, pero la guerra hará que la compra se aplace indefinidamente. (FILMAFFINITY);https://pics.filmaffinity.com/las_bicicletas_son_para_el_verano-456958937-large.jpg;7.1;8520;https://www.filmaffinity.com/es/film935939.html;https://www.imdb.com/title/tt0085241/?ref_=fn_ttl_ttl_1;7.2;947.0;;;;;;;;;7.2;0.10000000000000053;7.15;0;Drama;103.0
This is Spinal Tap;1984;82 min.;Estados Unidos;Rob Reiner;Christopher Guest, Michael McKean, Harry Shearer, Rob Reiner;Rob Reiner, Christopher Guest, Michael McKean, Tony Hendra, Harry Shearer, Bruno Kirby, Ed Begley Jr., David Kaff, Fran Drescher, Dana Carvey, Sandy Helberg, Zane Buzby, Billy Crystal;Comedia;"Documental, más bien rockumental, sobre la banda de rock más ruidosa de la historia, el grupo de heavy metal ""Spinal Tap"". (FILMAFFINITY)";https://pics.filmaffinity.com/this_is_spinal_tap-129984257-large.jpg;7.2;8376;https://www.filmaffinity.com/es/film691684.html;https://www.imdb.com/title/tt0088258/?ref_=fn_ttl_ttl_1;7.9;152000.0;2.5;4.74;4.74;0.03;1.8960000000000001;0.0;100.0;158.0;7.9;0.7000000000000002;7.550000000000001;1;Comedia;82.0
Back to the Future;1985;116 min.;Estados Unidos;Robert Zemeckis;Bob Gale, Robert Zemeckis;Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover, Claudia Wells, Thomas F. Wilson, James Tolkan, Billy Zane, Sachi Parker, Marc McClure, George DiCenzo, Frances Lee McCain, Wendie Jo Sperber;Ciencia ficción;"El adolescente Marty McFly es amigo de Doc, un científico al que todos toman por loco. Cuando Doc crea una máquina para viajar en el tiempo, un error fortuito hace que Marty llegue a 1955, año en el que sus futuros padres aún no se habían conocido. Después de impedir su primer encuentro, deberá conseguir que se conozcan y se casen; de lo contrario, su existencia no sería posible. (FILMAFFINITY)";https://pics.filmaffinity.com/back_to_the_future-100822308-large.jpg;7.5;144765;https://www.filmaffinity.com/es/film309023.html;https://www.imdb.com/title/tt0088763/?ref_=fn_ttl_ttl_1;8.5;1400000.0;19.0;214.55;385.05;11.15;20.26578947368421;1.0;55.72003635891443;34.53363228699551;8.5;1.0;8.0;1;Ciencia ficción;116.0
The Goonies;1985;111 min.;Estados Unidos;Richard Donner;Chris Columbus, Steven Spielberg;Sean Astin, Corey Feldman, Josh Brolin, Martha Plimpton, Joe Pantoliano, Kerri Green, Jeff Cohen, Ke Huy Quan, Anne Ramsey, John Matuszak, Robert Davi, Lupe Ontiveros, Steve Antin, Mary Ellen Trainor;Aventuras;"Mikey es un niño de trece años que junto con su hermano mayor y sus amigos forman un grupo que se hacen llamar ""los Goonies"". Un día deciden subir al desván de su casa, donde su padre guarda antigüedades. Allí encuentran el mapa de un tesoro perdido que data del siglo XVII, de la época de los piratas, y deciden salir a buscarlo repletos de espíritu aventurero. (FILMAFFINITY)";https://pics.filmaffinity.com/the_goonies-301424062-large.jpg;7.3;75118;https://www.filmaffinity.com/es/film128090.html;https://www.imdb.com/title/tt0089218/?ref_=fn_ttl_ttl_1;7.7;313000.0;19.0;63.71;64.54;9.11;3.396842105263158;1.0;98.71397582894328;7.084522502744238;7.7;0.40000000000000036;7.5;1;Aventuras;111.0
Out of Africa;1985;160 min.;Estados Unidos;Sydney Pollack;Kurt Luedtke, Karen Blixen;Meryl Streep, Robert Redford, Klaus Maria Brandauer, Michael Kitchen, Malick Bowens, Michael Gough, Suzanna Hamilton, Rachel Kempson, Stephen Kinyanjui, Joseph Thiaka, Leslie Phillips, Graham Crowden, Shane Rimmer;Romance;Libremente inspirada en la obra homónima de la escritora danesa Isak Dinesen. A principios del siglo XX, Karen (Streep) contrae un matrimonio de conveniencia con el barón Blixen (Brandauer), un mujeriego empedernido. Ambos se establecen en Kenia con el propósito de explotar una plantación de café. En Karen Blixen nace un apasionado amor por la tierra y por las gentes de Kenia. Pero también se enamora pérdidamente de Denys Finch-Hatton (Redford), un personaje aventurero y romántico a la antigua usanza, que ama la libertad por encima de todas las cosas.;https://pics.filmaffinity.com/out_of_africa-215774823-large.jpg;7.4;65006;https://www.filmaffinity.com/es/film447941.html;https://www.imdb.com/title/tt0089755/?ref_=fn_ttl_ttl_1;7.1;90000.0;31.0;87.07;227.51;3.64;7.339032258064516;1.0;38.27084523757197;62.50274725274725;7.1;0.3000000000000007;7.25;1;Romance;160.0
Witness;1985;112 min.;Estados Unidos;Peter Weir;William Kelley, Pamela Wallace, Earl W. Wallace;Harrison Ford, Kelly McGillis, Danny Glover, Lukas Haas, Jan Rubes, Ed Crowley, Josef Sommer, Alexander Godunov, Patti LuPone, Viggo Mortensen, John Garson;Intriga;En su primer viaje a Philadelphia, el pequeño Samuel Lap (Lukas Haas), un niño de una comunidad amish, presencia por casualidad el brutal asesinato de un hombre. John Book (Harrison Ford) es el policía encargado de proteger al chico y a su madre Rachel de quienes quieren eliminar a Samuel, unico testigo del homicidio. (FILMAFFINITY);https://pics.filmaffinity.com/witness-827915496-large.jpg;6.9;39646;https://www.filmaffinity.com/es/film973514.html;https://www.imdb.com/title/tt0090329/?ref_=fn_ttl_ttl_1;7.3;109000.0;12.0;68.71;68.71;4.54;5.725833333333333;1.0;100.0;15.134361233480174;7.3;0.39999999999999947;7.1;1;Intriga;112.0
Brazil;1985;138 min.;Reino Unido;Terry Gilliam;Terry Gilliam, Tom Stoppard, Charles McKeown;Jonathan Pryce, Kim Greist, Michael Palin, Katherine Helmond, Ian Holm, Bob Hoskins, Ian Richardson, Peter Vaughan, Robert De Niro, Jim Broadbent, Barbara Hicks, Charles McKeown, Derrick O'Connor, Kathryn Pogson;Ciencia ficción;En un extraño y deprimente universo futurista donde reinan las máquinas, una mosca cae dentro de un ordenador y cambia el apellido del guerrillero Harry Tuttle (Robert de Niro) por el del tranquilo padre de familia Harry Buttle, que es detenido y asesinado por el aparato represor del Estado. El tranquilo burócrata Sam Lowry (Jonathan Pryce) es el encargado de devolver un talón a la familia de la víctima, circunstancia que le permite conocer a Jill Layton (Kim Greist), la mujer de sus sueños. Y, mientras la persigue, hace amistad con Harry Tuttle y se convierte en su cómplice. (FILMAFFINITY);https://pics.filmaffinity.com/brazil-765089878-large.jpg;7.2;35627;https://www.filmaffinity.com/es/film260393.html;https://www.imdb.com/title/tt0088846/?ref_=fn_ttl_ttl_1;7.8;217000.0;15.0;9.93;9.95;0.03;0.6633333333333333;0.0;99.79899497487438;331.66666666666663;7.8;0.5999999999999996;7.5;0;Ciencia ficción;138.0
The Purple Rose of Cairo;1985;85 min.;Estados Unidos;Woody Allen;Woody Allen;Mia Farrow, Jeff Daniels, Danny Aiello, Dianne Wiest, Van Johnson, Irving Metzman, Stephanie Farrow, Zoe Caldwell, John Wood, Milo O'Shea, Edward Herrmann, Peter Von Berg, David Kieserman, Elaine Grollman, Victoria Zussin, Mark Hammond;Romance;"Estados Unidos, Gran Depresión. Mientras Cecilia trabaja como camarera en Nueva Jersey, su marido se dedica a hacer el vago. Su única distracción es el cine, al que va una y otra vez para evadirse de la dura realidad y soñar con un mundo de champagne, trajes de noche y fiestas elegantes. Una noche, el protagonista de su película favorita, ""La rosa púrpura de El Cairo"", se fija en ella y atraviesa la pantalla para conocerla. (FILMAFFINITY)";https://pics.filmaffinity.com/the_purple_rose_of_cairo-415384473-large.jpg;7.6;29891;https://www.filmaffinity.com/es/film779676.html;https://www.imdb.com/title/tt0089853/?ref_=fn_ttl_ttl_1;7.6;57000.0;15.0;10.63;10.63;0.11;0.7086666666666667;0.0;100.0;96.63636363636364;7.6;0.0;7.6;1;Romance;85.0
Ran;1985;160 min.;Japón;Akira Kurosawa;Akira Kurosawa, Hideo Oguni, Masato Ide, William Shakespeare;Tatsuya Nakadai, Akira Terao, Jinpachi Nezu, Pîtâ, Mieko Harada, Masayuki Yui, Daisuke Ryû, Yoshiko Miyazaki, Hisashi Igawa, Kazuo Katô, Norio Matsui, Kenji Kodama, Toshiya Ito;Drama;"En el Japón medieval, el poderoso señor Hidetora decide abdicar y repartir sus dominios entre sus tres hijos. El menor considera que la idea es absurda y sólo servirá para causar problemas. Su padre, enfurecido, lo deshereda. Muy pronto descubrirá su error: la ambición hará que sus hijos mayores se enfrenten por el poder en una cruenta guerra. Se inspira en el drama de Shakespeare ""El rey Lear"".  (FILMAFFINITY)";https://pics.filmaffinity.com/ran-397228667-large.jpg;8.0;29098;https://www.filmaffinity.com/es/film782065.html;https://www.imdb.com/title/tt0089881/?ref_=fn_ttl_ttl_1;8.2;144000.0;11.5;4.14;4.18;0.0;0.3634782608695652;0.0;99.04306220095694;inf;8.2;0.1999999999999993;8.1;0;Drama;160.0
The Breakfast Club;1985;100 min.;Estados Unidos;John Hughes;John Hughes;Emilio Estévez, Judd Nelson, Ally Sheedy, Anthony Michael Hall, Molly Ringwald, Paul Gleason, John Kapelos, Perry Crawford, Mary Christian, Ron Dean, Tim Gamble, Fran Gargano, Mercedes Hall;Comedia;Cinco estudiantes de distinta educación, formación y gustos son castigados a pasar un sábado en el instituto en el que estudian. Pronto las desavenencias entre ellos aparecen, especialmente cuando el director que les vigila se ausenta del aula.;https://pics.filmaffinity.com/the_breakfast_club-192309838-large.jpg;6.8;25197;https://www.filmaffinity.com/es/film345630.html;https://www.imdb.com/title/tt0088847/?ref_=fn_ttl_ttl_1;7.8;458000.0;1.0;45.88;51.53;5.11;51.53;1.0;89.03551329322725;10.084148727984344;7.8;1.0;7.3;1;Comedia;100.0
Rocky IV;1985;90 min.;Estados Unidos;Sylvester Stallone;Sylvester Stallone;Sylvester Stallone, Talia Shire, Burt Young, Dolph Lundgren, Carl Weathers, Brigitte Nielsen, Tony Burton, Michael Pataki, Rocky Krakoff, Sylvia Meals, James Brown, Stu Nahan, R.J. Adams;Drama;Nuevas aventuras tanto personales como deportivas del boxeador Rocky Balboa, que en esta ocasión debe enfrentarse a un duro y frío boxeador soviético, llamado Ivan Drago. (FILMAFFINITY);https://pics.filmaffinity.com/rocky_iv-104851625-large.jpg;5.9;25136;https://www.filmaffinity.com/es/film404346.html;https://www.imdb.com/title/tt0089927/?ref_=fn_ttl_ttl_1;6.9;236000.0;30.0;127.87;300.47;19.99;10.015666666666668;1.0;42.556661230738506;15.03101550775388;6.9;1.0;6.4;1;Drama;90.0
The Color Purple;1985;147 min.;Estados Unidos;Steven Spielberg;Menno Meyjes, Alice Walker;Danny Glover, Whoopi Goldberg, Adolph Caesar, Akosua Busia, Laurence Fishburne, Oprah Winfrey, Rae Dawn Chong, Margaret Avery, Bennet Guillory;Drama;Principios del siglo XX. Narra la historia de Celie, una adolescente negra de catorce años que está embarazada de su propio padre, un hombre despótico y cruel. A partir de entonces su vida estará llena de dolor y humillaciones. (FILMAFFINITY);https://pics.filmaffinity.com/the_color_purple-924981442-large.jpg;7.4;24095;https://www.filmaffinity.com/es/film308576.html;https://www.imdb.com/title/tt0088939/?ref_=fn_ttl_ttl_1;7.7;101000.0;15.0;98.47;98.47;1.71;6.564666666666667;1.0;100.0;57.58479532163743;7.7;0.2999999999999998;7.550000000000001;1;Drama;147.0
Rambo: First Blood Part II;1985;94 min.;Estados Unidos;George Pan Cosmatos;Sylvester Stallone, James Cameron;Sylvester Stallone, Richard Crenna, Steven Berkoff, Charles Napier, Julia Nickson, Martin Kove;Acción;Rambo es excarcelado y enviado de vuelta al Vietnam con una nueva misión: averiguar el paradero de unos soldados norteamericanos desaparecidos. Tras saltar en paracaídas en la jungla, portando únicamente un cuchillo y un arco con flechas, se le dice que no ataque al enemigo y que sólo haga fotografías de reconocimiento. Pero el plan no saldrá como estaba previsto... (FILMAFFINITY);https://pics.filmaffinity.com/rambo_first_blood_part_ii-584733504-large.jpg;5.6;22039;https://www.filmaffinity.com/es/film114579.html;https://www.imdb.com/title/tt0089880/?ref_=fn_ttl_ttl_1;6.5;190000.0;25.5;150.42;300.4;20.18;11.780392156862744;1.0;50.07323568575232;14.886025768087213;6.5;0.9000000000000004;6.05;1;Acción;94.0
After Hours;1985;94 min.;Estados Unidos;Martin Scorsese;Joseph Minion;Griffin Dunne, Rosanna Arquette, Linda Fiorentino, Bronson Pinchot, John Heard, Verna Bloom, Martin Scorsese, Teri Garr, Cheech Marin, Tommy Chong, Catherine O'Hara, Will Patton, Dick Miller;Comedia;Al finalizar su jornada laboral Paul Hackett (Dunne), un solitario programador de una compañía de informática, se ve envuelto en una serie de extrañas circunstancias que le llevan a uno de los peores barrios de Nueva York. Allí vivirá una interminable y alocada noche intentado regresar a su casa en el Upper East Side.;https://pics.filmaffinity.com/after_hours-378433379-large.jpg;7.2;20402;https://www.filmaffinity.com/es/film345042.html;https://www.imdb.com/title/tt0088680/?ref_=fn_ttl_ttl_1;7.6;89000.0;4.5;10.61;10.63;0.05;2.3622222222222224;1.0;99.8118532455315;212.6;7.6;0.39999999999999947;7.4;1;Comedia;94.0
Pale Rider;1985;113 min.;Estados Unidos;Clint Eastwood;Michael Butler, Dennis Shryack;Clint Eastwood, Sydney Penny, Michael Moriarty, Chris Penn, Carrie Snodgress, Richard Dysart, John Russell, Richard Kiel, Billy Drago, Doug McGrath, Charles Hallahan, Marvin J. McIntyre, Fran Ryan;Western;Un grupo de colonos buscadores de oro se establece en un lugar de California, pero sufren el acoso de los hombres de Lahood, el propietario del resto de las explotaciones mineras. Pero un día al poblado llega un misterioso y frío predicador (Clint Eastwood) que se pone de parte de los colonos, y comienza a enfrentarse al temido cacique local. (FILMAFFINITY);https://pics.filmaffinity.com/pale_rider-866654713-large.jpg;7.4;20273;https://www.filmaffinity.com/es/film262525.html;https://www.imdb.com/title/tt0089767/?ref_=fn_ttl_ttl_1;7.3;68000.0;6.9;41.41;41.41;9.12;6.001449275362318;1.0;100.0;4.540570175438597;7.3;0.10000000000000053;7.35;1;Western;113.0
Prizzi's Honor;1985;130 min.;Estados Unidos;John Huston;Richard Condon, Janet Roach, Richard Condon;Jack Nicholson, Kathleen Turner, Anjelica Huston, Robert Loggia, John Randolph, William Hickey, Lawrence Tierney, CCH Pounder, Lee Richardson;Drama;Charley Partanna es un asesino a sueldo al servicio de los Prizzi, una de las familias más poderosas de la mafia. La nieta del Don está enamorada de él, aunque entre ellos va a interponerse una bella y enigmática rubia: Irene Walker. (FILMAFFINITY);https://pics.filmaffinity.com/prizzi_s_honor-410190038-large.jpg;7.0;20023;https://www.filmaffinity.com/es/film177553.html;https://www.imdb.com/title/tt0089841/?ref_=fn_ttl_ttl_1;6.7;28000.0;16.0;26.66;26.66;4.23;1.66625;0.0;100.0;6.302600472813238;6.7;0.2999999999999998;6.85;1;Drama;130.0
Mad Max Beyond Thunderdome;1985;103 min.;Australia;George Miller, George Ogilvie;Terry Hayes, George Miller;Mel Gibson, Bruce Spence, Tina Turner, Adam Cockburn, Frank Thring, Robert Grubb, Paul Larsson, George Spartels, Edwin Hodgeman, Angelo Rossitto, Justine Clarke, Bob Hornery, Adam Willits, Rod Zuanic, Helen Buday;Acción;Tras la catástrofe nuclear, Mad Max cruza un desierto donde pierde su caravana de camellos. Llega a una ciudad donde le proponen cambiárselos a cambio de que ataque al tirano de la ciudad subterránea, un enano que fabrica gas metano con excrementos de cerdo. (FILMAFFINITY);https://pics.filmaffinity.com/mad_max_beyond_thunderdome-591668589-large.jpg;5.7;19724;https://www.filmaffinity.com/es/film303075.html;https://www.imdb.com/title/tt0089530/?ref_=fn_ttl_ttl_1;6.2;158000.0;10.0;36.23;36.23;7.28;3.6229999999999998;1.0;100.0;4.976648351648351;6.2;0.5;5.95;0;Acción;103.0
